time,distance,competitor
0.03123784065246582,0.0,0
0.03123784065246582,0.0,1
0.03123784065246582,0.0,2
0.03123784065246582,0.0,3
0.03123784065246582,0.0,4
0.048548221588134766,0.0,0
0.048548221588134766,0.0,1
0.048548221588134766,0.0,2
0.048548221588134766,0.0,3
0.048548221588134766,0.0,4
0.0662851333618164,0.0,0
0.0662851333618164,0.0,1
0.0662851333618164,0.0,2
0.0662851333618164,0.0,3
0.0662851333618164,0.0,4
0.07882285118103027,0.0,0
0.07882285118103027,0.0,1
0.07882285118103027,0.0,2
0.07882285118103027,0.0,3
0.07882285118103027,0.0,4
0.10039091110229492,0.0,0
0.10039091110229492,0.0,1
0.10039091110229492,0.0,2
0.10039091110229492,0.0,3
0.10039091110229492,0.0,4
0.11697506904602051,0.0,0
0.11697506904602051,0.0,1
0.11697506904602051,0.0,2
0.11697506904602051,0.0,3
0.11697506904602051,0.0,4
0.13321805000305176,0.0,0
0.13321805000305176,0.0,1
0.13321805000305176,0.0,2
0.13321805000305176,0.0,3
0.13321805000305176,0.0,4
0.17411518096923828,0.0,0
0.17411518096923828,0.0,1
0.17411518096923828,0.0,2
0.17411518096923828,0.0,3
0.17411518096923828,0.0,4
0.19184112548828125,0.0,0
0.19184112548828125,0.0,1
0.19184112548828125,0.0,2
0.19184112548828125,0.0,3
0.19184112548828125,0.0,4
0.21093201637268066,0.0,0
0.21093201637268066,0.0,1
0.21093201637268066,0.0,2
0.21093201637268066,0.0,3
0.21093201637268066,0.0,4
0.23708701133728027,0.0,0
0.23708701133728027,0.0,1
0.23708701133728027,0.0,2
0.23708701133728027,0.0,3
0.23708701133728027,0.0,4
0.25469207763671875,0.0,0
0.25469207763671875,0.0,1
0.25469207763671875,0.0,2
0.25469207763671875,0.0,3
0.25469207763671875,0.0,4
0.27150583267211914,0.0,0
0.27150583267211914,0.0,1
0.27150583267211914,0.0,2
0.27150583267211914,0.0,3
0.27150583267211914,0.0,4
0.2882659435272217,0.0,0
0.2882659435272217,0.0,1
0.2882659435272217,0.0,2
0.2882659435272217,0.0,3
0.2882659435272217,0.0,4
0.30457019805908203,0.0,0
0.30457019805908203,0.0,1
0.30457019805908203,0.0,2
0.30457019805908203,0.0,3
0.30457019805908203,0.0,4
0.3325541019439697,0.0,0
0.3325541019439697,0.0,1
0.3325541019439697,0.0,2
0.3325541019439697,0.0,3
0.3325541019439697,0.0,4
0.348527193069458,0.0,0
0.348527193069458,0.0,1
0.348527193069458,0.0,2
0.348527193069458,0.0,3
0.348527193069458,0.0,4
0.38278985023498535,0.0,0
0.38278985023498535,0.0,1
0.38278985023498535,0.0,2
0.38278985023498535,0.0,3
0.38278985023498535,0.0,4
0.40187907218933105,0.0,0
0.40187907218933105,0.0,1
0.40187907218933105,0.0,2
0.40187907218933105,0.0,3
0.40187907218933105,0.0,4
0.4187760353088379,0.0,0
0.4187760353088379,0.0,1
0.4187760353088379,0.0,2
0.4187760353088379,0.0,3
0.4187760353088379,0.0,4
0.4360799789428711,0.0,0
0.4360799789428711,0.0,1
0.4360799789428711,0.0,2
0.4360799789428711,0.0,3
0.4360799789428711,0.0,4
0.45366883277893066,0.0,0
0.45366883277893066,0.0,1
0.45366883277893066,0.0,2
0.45366883277893066,0.0,3
0.45366883277893066,0.0,4
0.47232699394226074,0.0,0
0.47232699394226074,0.0,1
0.47232699394226074,0.0,2
0.47232699394226074,0.0,3
0.47232699394226074,0.0,4
0.492293119430542,0.0,0
0.492293119430542,0.0,1
0.492293119430542,0.0,2
0.492293119430542,0.0,3
0.492293119430542,0.0,4
0.5127770900726318,0.0,0
0.5127770900726318,0.0,1
0.5127770900726318,0.0,2
0.5127770900726318,0.0,3
0.5127770900726318,0.0,4
0.5331630706787109,0.0,0
0.5331630706787109,0.0,1
0.5331630706787109,0.0,2
0.5331630706787109,0.0,3
0.5331630706787109,0.0,4
0.5689420700073242,0.0,0
0.5689420700073242,0.0,1
0.5689420700073242,0.0,2
0.5689420700073242,0.0,3
0.5689420700073242,0.0,4
0.5991129875183105,0.0,0
0.5991129875183105,0.0,1
0.5991129875183105,0.0,2
0.5991129875183105,0.0,3
0.5991129875183105,0.0,4
0.6157288551330566,0.0,0
0.6157288551330566,0.0,1
0.6157288551330566,0.0,2
0.6157288551330566,0.0,3
0.6157288551330566,0.0,4
0.6324632167816162,0.0,0
0.6324632167816162,0.0,1
0.6324632167816162,0.0,2
0.6324632167816162,0.0,3
0.6324632167816162,0.0,4
0.6502120494842529,0.0,0
0.6502120494842529,0.0,1
0.6502120494842529,0.0,2
0.6502120494842529,0.0,3
0.6502120494842529,0.0,4
0.6722989082336426,0.0,0
0.6722989082336426,0.0,1
0.6722989082336426,0.0,2
0.6722989082336426,0.0,3
0.6722989082336426,0.0,4
0.6888608932495117,0.0,0
0.6888608932495117,0.0,1
0.6888608932495117,0.0,2
0.6888608932495117,0.0,3
0.6888608932495117,0.0,4
0.7042560577392578,0.0,0
0.7042560577392578,0.0,1
0.7042560577392578,0.0,2
0.7042560577392578,0.0,3
0.7042560577392578,0.0,4
0.7218990325927734,0.0,0
0.7218990325927734,0.0,1
0.7218990325927734,0.0,2
0.7218990325927734,0.0,3
0.7218990325927734,0.0,4
0.7431809902191162,0.0,0
0.7431809902191162,0.0,1
0.7431809902191162,0.0,2
0.7431809902191162,0.0,3
0.7431809902191162,0.0,4
0.7548329830169678,0.0,0
0.7548329830169678,0.0,1
0.7548329830169678,0.0,2
0.7548329830169678,0.0,3
0.7548329830169678,0.0,4
0.7918248176574707,0.0,0
0.7918248176574707,0.0,1
0.7918248176574707,0.0,2
0.7918248176574707,0.0,3
0.7918248176574707,0.0,4
0.8121621608734131,0.0,0
0.8121621608734131,0.0,1
0.8121621608734131,0.0,2
0.8121621608734131,0.0,3
0.8121621608734131,0.0,4
0.8323299884796143,0.0,0
0.8323299884796143,0.0,1
0.8323299884796143,0.0,2
0.8323299884796143,0.0,3
0.8323299884796143,0.0,4
0.8489148616790771,0.0,0
0.8489148616790771,0.0,1
0.8489148616790771,0.0,2
0.8489148616790771,0.0,3
0.8489148616790771,0.0,4
0.8636789321899414,0.0,0
0.8636789321899414,0.0,1
0.8636789321899414,0.0,2
0.8636789321899414,0.0,3
0.8636789321899414,0.0,4
0.8815412521362305,0.0,0
0.8815412521362305,0.0,1
0.8815412521362305,0.0,2
0.8815412521362305,0.0,3
0.8815412521362305,0.0,4
0.8964748382568359,0.0,0
0.8964748382568359,0.0,1
0.8964748382568359,0.0,2
0.8964748382568359,0.0,3
0.8964748382568359,0.0,4
0.9127418994903564,0.0,0
0.9127418994903564,0.0,1
0.9127418994903564,0.0,2
0.9127418994903564,0.0,3
0.9127418994903564,0.0,4
0.9284749031066895,0.0,0
0.9284749031066895,0.0,1
0.9284749031066895,0.0,2
0.9284749031066895,0.0,3
0.9284749031066895,0.0,4
0.9457399845123291,0.0,0
0.9457399845123291,0.0,1
0.9457399845123291,0.0,2
0.9457399845123291,0.0,3
0.9457399845123291,0.0,4
0.9602391719818115,0.0,0
0.9602391719818115,0.0,1
0.9602391719818115,0.0,2
0.9602391719818115,0.0,3
0.9602391719818115,0.0,4
0.9764630794525146,0.0,0
0.9764630794525146,0.0,1
0.9764630794525146,0.0,2
0.9764630794525146,0.0,3
0.9764630794525146,0.0,4
0.995750904083252,0.0,0
0.995750904083252,0.0,1
0.995750904083252,0.0,2
0.995750904083252,0.0,3
0.995750904083252,0.0,4
1.025001049041748,0.0,0
1.025001049041748,0.0,1
1.025001049041748,0.0,2
1.025001049041748,0.0,3
1.025001049041748,0.0,4
1.044731855392456,0.0,0
1.044731855392456,0.0,1
1.044731855392456,0.0,2
1.044731855392456,0.0,3
1.044731855392456,0.0,4
1.0650160312652588,0.0,0
1.0650160312652588,0.0,1
1.0650160312652588,0.0,2
1.0650160312652588,0.0,3
1.0650160312652588,0.0,4
1.0785531997680664,9.895647618613866,0
1.0785531997680664,10.807845658745132,1
1.0785531997680664,10.848411867081285,2
1.0785531997680664,10.861521478487356,3
1.0785531997680664,10.861521478487356,4
1.0924389362335205,9.895647618613866,0
1.0924389362335205,10.807845658745132,1
1.0924389362335205,10.848411867081285,2
1.0924389362335205,10.861521478487356,3
1.0924389362335205,10.861521478487356,4
1.1085870265960693,9.895647618613866,0
1.1085870265960693,10.807845658745132,1
1.1085870265960693,10.848411867081285,2
1.1085870265960693,10.861521478487356,3
1.1085870265960693,10.861521478487356,4
1.1289401054382324,9.895647618613866,0
1.1289401054382324,10.807845658745132,1
1.1289401054382324,10.848411867081285,2
1.1289401054382324,10.861521478487356,3
1.1289401054382324,10.861521478487356,4
1.1471800804138184,9.895647618613866,0
1.1471800804138184,10.807845658745132,1
1.1471800804138184,10.848411867081285,2
1.1471800804138184,10.861521478487356,3
1.1471800804138184,10.861521478487356,4
1.1654760837554932,9.895647618613866,0
1.1654760837554932,10.807845658745132,1
1.1654760837554932,10.848411867081285,2
1.1654760837554932,10.861521478487356,3
1.1654760837554932,10.861521478487356,4
1.179994821548462,9.895647618613866,0
1.179994821548462,10.807845658745132,1
1.179994821548462,10.848411867081285,2
1.179994821548462,10.861521478487356,3
1.179994821548462,10.861521478487356,4
1.1963231563568115,9.895647618613866,0
1.1963231563568115,10.807845658745132,1
1.1963231563568115,10.848411867081285,2
1.1963231563568115,10.861521478487356,3
1.1963231563568115,10.861521478487356,4
1.2153809070587158,9.895647618613866,0
1.2153809070587158,10.807845658745132,1
1.2153809070587158,10.848411867081285,2
1.2153809070587158,10.861521478487356,3
1.2153809070587158,10.861521478487356,4
1.23443603515625,9.895647618613866,0
1.23443603515625,10.807845658745132,1
1.23443603515625,10.848411867081285,2
1.23443603515625,10.861521478487356,3
1.23443603515625,10.861521478487356,4
1.2527410984039307,9.895647618613866,0
1.2527410984039307,10.807845658745132,1
1.2527410984039307,10.848411867081285,2
1.2527410984039307,10.861521478487356,3
1.2527410984039307,10.861521478487356,4
1.2702457904815674,9.895647618613866,0
1.2702457904815674,10.807845658745132,1
1.2702457904815674,10.848411867081285,2
1.2702457904815674,10.861521478487356,3
1.2702457904815674,10.861521478487356,4
1.2880561351776123,9.895647618613866,0
1.2880561351776123,10.807845658745132,1
1.2880561351776123,10.848411867081285,2
1.2880561351776123,10.861521478487356,3
1.2880561351776123,10.861521478487356,4
1.3059170246124268,9.895647618613866,0
1.3059170246124268,10.807845658745132,1
1.3059170246124268,10.848411867081285,2
1.3059170246124268,10.861521478487356,3
1.3059170246124268,10.861521478487356,4
1.325692892074585,9.895647618613866,0
1.325692892074585,10.807845658745132,1
1.325692892074585,10.848411867081285,2
1.325692892074585,10.861521478487356,3
1.325692892074585,10.861521478487356,4
1.3431720733642578,9.895647618613866,0
1.3431720733642578,10.807845658745132,1
1.3431720733642578,10.848411867081285,2
1.3431720733642578,10.861521478487356,3
1.3431720733642578,10.861521478487356,4
1.3549110889434814,9.895647618613866,0
1.3549110889434814,10.807845658745132,1
1.3549110889434814,10.848411867081285,2
1.3549110889434814,10.861521478487356,3
1.3549110889434814,10.861521478487356,4
1.3729541301727295,9.895647618613866,0
1.3729541301727295,10.807845658745132,1
1.3729541301727295,10.848411867081285,2
1.3729541301727295,10.861521478487356,3
1.3729541301727295,10.861521478487356,4
1.3887429237365723,9.895647618613866,0
1.3887429237365723,10.807845658745132,1
1.3887429237365723,10.848411867081285,2
1.3887429237365723,10.861521478487356,3
1.3887429237365723,10.861521478487356,4
1.406419038772583,9.895647618613866,0
1.406419038772583,10.807845658745132,1
1.406419038772583,10.848411867081285,2
1.406419038772583,10.861521478487356,3
1.406419038772583,10.861521478487356,4
1.4226889610290527,9.895647618613866,0
1.4226889610290527,10.807845658745132,1
1.4226889610290527,10.848411867081285,2
1.4226889610290527,10.861521478487356,3
1.4226889610290527,10.861521478487356,4
1.4444851875305176,9.895647618613866,0
1.4444851875305176,10.807845658745132,1
1.4444851875305176,10.848411867081285,2
1.4444851875305176,10.861521478487356,3
1.4444851875305176,10.861521478487356,4
1.4614009857177734,9.895647618613866,0
1.4614009857177734,10.807845658745132,1
1.4614009857177734,10.848411867081285,2
1.4614009857177734,10.861521478487356,3
1.4614009857177734,10.861521478487356,4
1.4789729118347168,9.895647618613866,0
1.4789729118347168,10.807845658745132,1
1.4789729118347168,10.848411867081285,2
1.4789729118347168,10.861521478487356,3
1.4789729118347168,10.861521478487356,4
1.500229835510254,9.895647618613866,0
1.500229835510254,10.807845658745132,1
1.500229835510254,10.848411867081285,2
1.500229835510254,10.861521478487356,3
1.500229835510254,10.861521478487356,4
1.517754077911377,9.895647618613866,0
1.517754077911377,10.807845658745132,1
1.517754077911377,10.848411867081285,2
1.517754077911377,10.861521478487356,3
