time,odds,competitor
0.03832507133483887,20.0,0
0.03832507133483887,20.0,1
0.03832507133483887,20.0,2
0.03832507133483887,20.0,3
0.03832507133483887,20.0,4
0.06896114349365234,20.0,0
0.06896114349365234,20.0,1
0.06896114349365234,1.15,2
0.06896114349365234,1.1,3
0.06896114349365234,2.4,4
0.0845041275024414,20.0,0
0.0845041275024414,20.0,1
0.0845041275024414,1.15,2
0.0845041275024414,1.1,3
0.0845041275024414,2.4,4
0.10165929794311523,4.9,0
0.10165929794311523,20.0,1
0.10165929794311523,1.15,2
0.10165929794311523,1.1,3
0.10165929794311523,2.4,4
0.12687110900878906,4.9,0
0.12687110900878906,20.0,1
0.12687110900878906,1.15,2
0.12687110900878906,1.1,3
0.12687110900878906,2.4,4
0.14144015312194824,4.9,0
0.14144015312194824,20.0,1
0.14144015312194824,1.15,2
0.14144015312194824,1.1,3
0.14144015312194824,2.4,4
0.15855622291564941,4.9,0
0.15855622291564941,20.0,1
0.15855622291564941,1.15,2
0.15855622291564941,1.1,3
0.15855622291564941,2.4,4
0.17788314819335938,4.9,0
0.17788314819335938,20.0,1
0.17788314819335938,1.15,2
0.17788314819335938,1.1,3
0.17788314819335938,2.4,4
0.20847201347351074,4.9,0
0.20847201347351074,20.0,1
0.20847201347351074,1.15,2
0.20847201347351074,1.1,3
0.20847201347351074,2.4,4
0.2260572910308838,4.9,0
0.2260572910308838,20.0,1
0.2260572910308838,1.15,2
0.2260572910308838,1.1,3
0.2260572910308838,2.4,4
0.24283623695373535,4.9,0
0.24283623695373535,20.0,1
0.24283623695373535,1.15,2
0.24283623695373535,1.1,3
0.24283623695373535,2.4,4
0.2688460350036621,4.9,0
0.2688460350036621,20.0,1
0.2688460350036621,1.15,2
0.2688460350036621,1.1,3
0.2688460350036621,2.4,4
0.2848081588745117,4.9,0
0.2848081588745117,20.0,1
0.2848081588745117,1.15,2
0.2848081588745117,1.1,3
0.2848081588745117,2.4,4
0.2966761589050293,4.9,0
0.2966761589050293,20.0,1
0.2966761589050293,1.15,2
0.2966761589050293,1.1,3
0.2966761589050293,2.4,4
0.30981016159057617,4.9,0
0.30981016159057617,20.0,1
0.30981016159057617,1.15,2
0.30981016159057617,1.1,3
0.30981016159057617,2.4,4
0.32615232467651367,4.9,0
0.32615232467651367,20.0,1
0.32615232467651367,1.15,2
0.32615232467651367,1.1,3
0.32615232467651367,2.4,4
0.34482622146606445,4.9,0
0.34482622146606445,20.0,1
0.34482622146606445,2.4,2
0.34482622146606445,1.1,3
0.34482622146606445,2.4,4
0.3815150260925293,4.9,0
0.3815150260925293,20.0,1
0.3815150260925293,2.4,2
0.3815150260925293,1.1,3
0.3815150260925293,2.4,4
0.3999001979827881,4.9,0
0.3999001979827881,20.0,1
0.3999001979827881,2.4,2
0.3999001979827881,1.1,3
0.3999001979827881,2.4,4
0.4154031276702881,4.9,0
0.4154031276702881,20.0,1
0.4154031276702881,2.4,2
0.4154031276702881,1.1,3
0.4154031276702881,2.4,4
0.43062615394592285,4.9,0
0.43062615394592285,20.0,1
0.43062615394592285,2.4,2
0.43062615394592285,1.1,3
0.43062615394592285,2.4,4
0.45817112922668457,4.9,0
0.45817112922668457,20.0,1
0.45817112922668457,2.4,2
0.45817112922668457,1.1,3
0.45817112922668457,2.4,4
0.4745490550994873,4.9,0
0.4745490550994873,20.0,1
0.4745490550994873,2.4,2
0.4745490550994873,1.1,3
0.4745490550994873,2.4,4
0.4858081340789795,4.9,0
0.4858081340789795,20.0,1
0.4858081340789795,2.4,2
0.4858081340789795,1.1,3
0.4858081340789795,2.4,4
0.5044221878051758,4.9,0
0.5044221878051758,20.0,1
0.5044221878051758,2.4,2
0.5044221878051758,1.1,3
0.5044221878051758,2.4,4
0.5220353603363037,4.9,0
0.5220353603363037,20.0,1
0.5220353603363037,2.4,2
0.5220353603363037,1.1,3
0.5220353603363037,2.4,4
0.5358321666717529,4.9,0
0.5358321666717529,20.0,1
0.5358321666717529,2.4,2
0.5358321666717529,1.1,3
0.5358321666717529,2.4,4
0.5512340068817139,4.9,0
0.5512340068817139,20.0,1
