type,competitorID,time,exchange,odds,agentID,stake,distance,rank,balance,decision
Trade,1,5.326143980026245,0,1.1,2,15,52.151166290277054,1,99999655,backer
Trade,1,5.326143980026245,0,1.1,29,15,52.151166290277054,1,99999949.30178039,layer
Trade,1,5.452840328216553,0,3.7474275320744317,52,15,52.151166290277054,1,100000514.06463028,backer
Trade,1,5.452840328216553,0,3.7474275320744317,2,15,52.151166290277054,1,99999655,layer
Trade,1,5.608344078063965,0,1.7474275320744317,2,15,52.151166290277054,1,99999655,backer
Trade,1,5.608344078063965,0,1.7474275320744317,6,15,52.151166290277054,1,99999880,layer
Trade,1,5.753664016723633,0,2.7474275320744317,3,15,52.151166290277054,1,99999790,backer
Trade,1,5.753664016723633,0,2.7474275320744317,6,15,52.151166290277054,1,99999880,layer
Trade,1,6.3154590129852295,0,3.7474275320744317,3,15,61.02031916937985,1,99999790,backer
Trade,1,6.3154590129852295,0,3.7474275320744317,27,15,61.02031916937985,1,99999949.30178039,layer
Trade,1,6.368670225143433,0,4.747427532074432,6,15,61.02031916937985,1,99999880,backer
Trade,1,6.368670225143433,0,4.747427532074432,3,15,61.02031916937985,1,99999790,layer
Trade,1,6.423213005065918,0,2.7474275320744317,2,15,61.02031916937985,1,99999655,backer
Trade,1,6.423213005065918,0,2.7474275320744317,6,15,61.02031916937985,1,99999880,layer
Trade,1,6.448564052581787,0,2.7474275320744317,6,15,61.02031916937985,1,99999880,backer
Trade,1,6.448564052581787,0,2.7474275320744317,2,15,61.02031916937985,1,99999655,layer
Trade,1,6.649712085723877,0,4.847427532074431,3,15,61.02031916937985,1,99999790,backer
Trade,1,6.649712085723877,0,4.847427532074431,57,15,61.02031916937985,1,99999875.71320838,layer
Trade,1,6.703690052032471,0,4.847427532074431,2,15,61.02031916937985,1,99999655,backer
Trade,1,6.703690052032471,0,4.847427532074431,58,15,61.02031916937985,1,99999945.03486174,layer
Trade,1,6.82607102394104,0,4.947427532074431,3,15,61.02031916937985,1,99999790,backer
Trade,1,6.82607102394104,0,4.947427532074431,58,15,61.02031916937985,1,99999945.03486174,layer
Trade,1,6.849639177322388,0,4.947427532074431,3,15,61.02031916937985,1,99999790,backer
Trade,1,6.849639177322388,0,4.947427532074431,57,15,61.02031916937985,1,99999875.71320838,layer
Trade,1,7.640848159790039,0,5.14742753207443,6,15,69.57464904333483,1,99999880,backer
Trade,1,7.640848159790039,0,5.14742753207443,28,15,69.57464904333483,1,99999949.30178039,layer
Trade,1,7.911928176879883,0,5.14742753207443,2,15,69.57464904333483,1,99999655,backer
Trade,1,7.911928176879883,0,5.14742753207443,26,15,69.57464904333483,1,99999949.30178039,layer
Trade,1,8.186023235321045,0,5.14742753207443,2,15,69.57464904333483,1,99999655,backer
Trade,1,8.186023235321045,0,5.14742753207443,22,15,69.57464904333483,1,99999949.30178039,layer
Trade,1,8.304794073104858,0,5.047427532074431,28,15,69.57464904333483,1,99999949.30178039,backer
Trade,1,8.304794073104858,0,5.047427532074431,58,15,69.57464904333483,1,99999945.03486174,layer
Trade,1,8.308174133300781,0,4.947427532074431,27,15,69.57464904333483,1,99999949.30178039,backer
Trade,1,8.308174133300781,0,4.947427532074431,57,15,69.57464904333483,1,99999875.71320838,layer
