0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
99999955,100000165,99999655,99999790,99998354.10965869,100000135,99999880,99998851.03773266,100000405,99999865,100000296.45233566,100000278.51400119,100000506.80931257,100000383.7445142,100000353.5808259,100000352.5568283,100000376.68195374,100000310.5568283,100000283.48731633,100000267.96609269,99999985,100000024.8859055,99999949.30178039,100000006.8859055,99999949.30178039,100000008.3859055,99999949.30178039,99999949.30178039,99999949.30178039,99999949.30178039,99999835,99999730,99999715,99999835,99999745,99999820,99999760,99999775,99999790,99999789.08412512,100000048.90548265,100000032.69821961,100000000,100000063.90548265,100000047.69821961,100000063.90548265,100000047.69821961,100000015,100000015,100000063.90548265,100000471.51474771,100000131.48366338,100000514.06463028,100000580.06035796,100000067.31270503,100000041.01293692,99999992.1916883,99999875.71320838,99999945.03486174,100000002.34468669
