0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
99999865,99998885.60426657,99999305.3528059,99999700,99999595,100000120,99999595,100000285,100000000,100000120,100000286.9659713,100000390.54036999,100000188.04445107,100000246.4504015,100000281.5509915,100000252.2480505,100000224.8968164,100000366.00466977,100000300.45209499,100000404.1724003,100000046.84162326,99999962.01101111,99999963.90353319,100000002.89151393,99999963.90353319,100000049.54181495,100000030.34162326,100000034.96976452,99999963.90353319,99999979.5030607,99999696.5506426,99999597.27492002,99999657.27492002,99999600.87356834,99999597.27492002,99999642.27492584,99999641.5,99999642.27491279,99999611.5,99999634.27572258,100000034.98871739,100000015,100000019.98882282,100000034.98880737,100000019.9888446,100000034.98877405,100000037.59646681,100000019.98883027,100000034.98877405,100000034.98871739,100001517.78714015,100000300.2617959,100003582.46815972,99998014.18370625,99998709.81420708,100000159.60676183,100000198.7970247,100000119.72894867,100000236.79507941,100000141.88158828
