Time,0,1,2,3,4
0,0,0,0,0,0
1,8.252300978077786,8.576036175384331,8.576036175384331,9.221558875783913,10.811836653837725
2,14.488724891814716,19.148641907997565,19.48508218146305,19.48508218146305,20.725148805551648
3,24.263248149016633,29.024144816926874,29.024144816926874,29.024144816926874,31.702747391054103
4,32.70434184780878,37.796509242610995,37.796509242610995,39.42859055475269,40.551131032121965
5,39.082360302081476,45.460378756354174,45.460378756354174,49.097735435274984,51.694491549289154
6,48.36322877406668,54.36362868223815,54.36362868223815,58.83192143832652,59.92706863682216
7,59.150586798449815,65.3365712095313,66.02292916101723,68.63114856390729,71.23619108565408
8,69.29220701259632,75.05706458710107,75.05706458710107,78.49541681201728,82.62819450031837
9,80.23689230424142,86.19014183226619,87.79647403375834,89.2521686302098,92.5730942967488
10,91.2602412295175,99.00516423695316,99.24651912337826,99.24651912337826,101.81930657381203
11,99.40171710604936,107.54319298258122,107.54319298258122,107.54319298258122,110.35578053606372
12,108.3462580600798,117.29079901411025,117.29079901411025,118.51132844899374,118.95303387325914
13,119.60559788624884,128.52441802601044,128.52441802601044,129.5499251314796,130.75944211708526
14,126.40839996212885,138.89388914536218,138.89388914536218,139.80444011476501,141.85611204609984
15,137.06395591599778,146.75036808645066,146.75036808645066,150.12399622057967,150.63570350812645
16,146.26022049764737,158.2195809987106,158.2195809987106,160.50859344892356,161.08341449727325
17,153.20461711406315,170.83416969512453,172.6542612641854,171.6029556568081,171.6029556568081
18,164.08043124209885,180.47998489266445,185.24939306939348,180.47998489266445,183.00904785826353
19,174.24757665299313,188.73920684829187,196.95419988201314,188.73920684829187,195.31274189708387
20,182.12090016071707,197.7571585162949,209.71948283748102,197.7571585162949,206.04777356778285
21,189.25408949784722,206.84557140037128,219.60437401486394,206.84557140037128,215.93398428444766
22,196.43447701515595,215.29991672358642,231.54477472784336,215.29991672358642,225.9758538335016
23,206.07125794513905,223.81930316933077,242.56212907318442,223.81930316933077,237.76872387550807
24,213.34604182280498,233.11909970162716,254.65959238640366,233.11909970162716,247.9432029698938
25,224.7357916905631,241.76856839242998,264.8062545641863,241.76856839242998,257.33058818135777
26,232.923769732811,251.20928735687306,278.08199097043365,251.20928735687306,270.21444898100464
27,241.98823224394638,264.2548827621886,292.47055771960913,259.9888382927344,280.58784239338803
28,251.9396677084534,278.46195937981616,304.88214623330805,269.57047968932415,290.1575657296832
29,261.1195035489143,292.7433842593129,316.33142272930866,278.48011287024394,302.41456918035095
30,273.71612514681004,310.41202812560937,327.8526862504192,288.2026766989804,312.98687691073206
31,281.3212962857261,324.5120404556996,335.57370146313417,297.99570174379016,324.5120404556996
32,293.22498189320663,334.3248812917697,349.35989132016095,307.1004582922976,334.3248812917697
33,306.05759439199534,345.0961033401485,365.36519758803405,316.2702559633343,345.0961033401485
34,318.968870524415,355.03050292610607,377.17440920958427,326.2746646563641,355.03050292610607
35,328.4948263528522,366.8429871526258,392.295934759879,336.34953456546725,366.8429871526258
36,336.3359883926612,382.78201956315667,404.24912043164903,345.71445560409165,379.64147958006504
37,346.20468689277476,396.67019591415254,419.55388568222355,355.1444177652453,392.70643288022825
38,358.8382680115809,413.85484159152486,433.8505289900298,365.4306713225684,408.0262339651955
39,372.45291141536137,426.8119550143564,444.9133896692114,374.9907157287805,422.3235937144817
40,384.3204441811179,440.92317615095965,461.6058448131338,384.61580125752187,436.692783634156
41,394.41988933988233,457.2911408415047,476.1577148463298,394.30592790879246,452.2446514234539
42,405.50039678362106,472.64797524494946,490.7946604546557,404.8740263304089,467.87387478086197
43,418.5010748593718,486.9822411671601,500,415.51258596809873,480.21475822234066
44,427.8397159073287,500,500,426.2216068218619,495.9986927159692
45,439.10901607178175,500,500,436.1718979632494,500
46,452.32995232169924,500,500,446.1872302271662,500
47,465.62430796300566,500,500,457.10763472914937,500
48,474.2178776268812,500,500,468.0985004472059,500
49,487.65907205096545,500,500,479.15982738133573,500
50,499.24302674994243,500,500,490.2916155315389,500
51,500,500,500,500,500
