0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
100000375,99999595,99999700,100000330,99999670,100000210,99999805,100000285,100000375,99999625,99999940,99999835,99999730,99999805,99999940,99999505,99999880,99999490,99999205,99999235,99999978.77006115,99999978.77006115,99999978.77006115,99999978.77006115,99999978.77006115,99999978.77006115,99999978.77006115,99999978.77006115,99999978.77006115,99999978.77006115,99999580,99999550,99999565,99999580,99999565,99999550,99999550,99999535,99999535,99999565,100000015,100000015,100000015,100000015,100000000,100000015,100000015,100000015,100000015,100000015,100002468.64969425,99999858.64969425,100000433.5,100000656.64969425,100001113.9197554,100000970.0401223,100000385.0401223,100000820.0401223,100000460.0401223,100000800.77006115
