type,time,exchange,competitor,odds,backer,layer,stake
Trade,4.439725160598755,0,0,5.647785469091716,53,1,15
Trade,4.644650936126709,0,0,4.640411444224048,6,1,15
Trade,4.668756008148193,0,0,5.627771441733094,53,4,15
Trade,4.755837917327881,0,0,5.617387310226972,53,6,15
Trade,4.844552993774414,0,0,4.620003427521725,6,4,15
Trade,5.093926906585693,0,0,5.579811643710788,53,1,15
Trade,5.149266004562378,0,0,5.577090303175481,53,4,15
Trade,5.623497009277344,0,0,4.5634881313534414,6,1,15
Trade,6.2191081047058105,0,0,3.5634881313534414,1,6,15
Trade,6.299928188323975,0,0,3.5634881313534414,4,1,15
Trade,6.572743892669678,0,0,3.5634881313534414,4,4,15
Trade,7.372316837310791,0,0,3.5634881313534414,6,4,15
Trade,7.562384128570557,0,0,5.5634881313534414,53,55,15
Trade,7.571962118148804,0,0,5.5634881313534414,1,6,15
Trade,8.680361032485962,0,0,3.6634881313534415,1,55,15
Trade,10.610629081726074,0,0,3.5634881313534414,1,55,15
Trade,10.6578209400177,0,0,3.5634881313534414,4,57,15
Trade,10.76770305633545,0,0,3.5634881313534414,1,1,15
Trade,10.79948115348816,0,0,3.5634881313534414,1,57,15
Trade,10.882070064544678,0,0,3.6634881313534415,4,55,15
Trade,11.62111496925354,0,0,3.5634881313534414,6,6,15
Trade,12.004857063293457,0,0,4.5634881313534414,4,1,15
Trade,16.43112087249756,0,0,4.5634881313534414,6,6,15
Trade,23.752958059310913,0,0,4.5634881313534414,6,1,15
Trade,23.856022119522095,0,0,4.5634881313534414,4,55,15
Trade,24.29046607017517,0,0,4.5634881313534414,1,55,15
Trade,25.1338369846344,0,0,4.5634881313534414,6,57,15
Trade,25.22944402694702,0,0,4.5634881313534414,1,59,15
Trade,26.657407999038696,0,0,4.663488131353441,1,57,15
Trade,27.816376209259033,0,0,4.663488131353441,1,4,15
Trade,39.32398796081543,0,0,4.5634881313534414,1,1,15
Trade,41.27720022201538,0,0,4.5634881313534414,6,55,15
Trade,41.394800901412964,0,0,4.5634881313534414,4,57,15
Trade,43.18269109725952,0,0,3.6634881313534415,6,6,15
Trade,43.18342089653015,0,0,3.6634881313534415,4,53,15
Trade,43.1838960647583,0,0,3.7634881313534416,6,57,15
Trade,43.202041149139404,0,0,5.5634881313534414,1,6,15
Trade,43.20428800582886,0,0,3.7634881313534416,1,59,15
Trade,43.21164894104004,0,0,3.7634881313534416,6,55,15
Trade,43.23145389556885,0,0,5.5634881313534414,1,4,15
Trade,43.23706817626953,0,0,3.6634881313534415,4,4,15
Trade,43.23747706413269,0,0,3.6634881313534415,1,4,15
Trade,43.23903703689575,0,0,3.7634881313534416,6,57,15
Trade,43.2396240234375,0,0,3.7634881313534416,4,58,15
Trade,43.24215292930603,0,0,3.7634881313534416,4,55,15
Trade,43.266298055648804,0,0,3.7634881313534416,1,59,15
Trade,43.27634906768799,0,0,5.5634881313534414,4,1,15
Trade,43.27871322631836,0,0,5.5634881313534414,4,1,15
Trade,43.29994606971741,0,0,3.6634881313534415,1,6,15
Trade,43.31862926483154,0,0,3.6634881313534415,1,4,15
Trade,43.32730007171631,0,0,5.5634881313534414,6,1,15
Trade,43.352437019348145,0,0,5.5634881313534414,1,6,15
Trade,43.368913888931274,0,0,3.6634881313534415,4,4,15
Trade,43.37032914161682,0,0,3.6634881313534415,1,55,15
Trade,43.37160396575928,0,0,3.7634881313534416,4,59,15
Trade,43.38219404220581,0,0,5.5634881313534414,1,4,15
Trade,43.38437604904175,0,0,3.7634881313534416,6,56,15
Trade,43.39507293701172,0,0,3.7634881313534416,6,55,15
Trade,43.3966588973999,0,0,3.7634881313534416,1,57,15
Trade,43.41761803627014,0,0,3.7634881313534416,1,58,15
Trade,43.41907095909119,0,0,3.7634881313534416,1,59,15
Trade,43.420279026031494,0,0,3.5634881313534414,4,1,15
Trade,43.4343900680542,0,0,4.663488131353441,6,43,15
Trade,43.43888211250305,0,0,4.663488131353441,1,55,15
Trade,43.47717881202698,0,0,4.663488131353441,4,40,15
Trade,43.550270080566406,0,0,4.663488131353441,6,49,15
Trade,43.55804109573364,0,0,4.663488131353441,1,55,15
Trade,43.559072971343994,0,0,4.663488131353441,4,56,15
Trade,43.559386253356934,0,0,4.763488131353441,4,57,15
Trade,43.57295322418213,0,0,4.763488131353441,6,59,15
Trade,43.57402491569519,0,0,4.763488131353441,6,58,15
Trade,43.5765860080719,0,0,5.5634881313534414,6,1,15
Trade,43.589104890823364,0,0,4.763488131353441,1,55,15
Trade,43.655401945114136,0,0,4.763488131353441,4,57,15
Trade,43.65651893615723,0,0,4.763488131353441,4,56,15
Trade,43.65723896026611,0,0,5.5634881313534414,4,6,15
Trade,43.66059112548828,0,0,4.763488131353441,1,59,15
Trade,43.67123889923096,0,0,4.763488131353441,4,55,15
Trade,43.67344784736633,0,0,4.763488131353441,1,56,15
Trade,43.69946599006653,0,0,5.5634881313534414,1,4,15
Trade,43.72185182571411,0,0,5.5634881313534414,4,6,15
Trade,43.72255897521973,0,0,4.763488131353441,6,58,15
Trade,43.727301836013794,0,0,5.5634881313534414,6,1,15
Trade,43.74665403366089,0,0,4.663488131353441,4,4,15
Trade,43.74769401550293,0,0,4.763488131353441,1,57,15
Trade,43.747929096221924,0,0,4.663488131353441,1,4,15
Trade,43.74865412712097,0,0,5.5634881313534414,1,6,15
Trade,43.749932050704956,0,0,5.5634881313534414,4,6,15
Trade,43.77325487136841,0,0,4.763488131353441,4,48,15
Trade,43.86098623275757,0,0,5.5634881313534414,4,1,15
Trade,43.894490242004395,0,0,5.5634881313534414,4,6,15
Trade,43.89522695541382,0,0,4.763488131353441,6,42,15
Trade,43.916728019714355,0,0,4.663488131353441,4,4,15
Trade,43.92171907424927,0,0,4.763488131353441,1,45,15
Trade,43.972761154174805,0,0,5.5634881313534414,1,6,15
Trade,44.004120111465454,0,0,4.663488131353441,1,4,15
Trade,44.005476236343384,0,0,5.5634881313534414,1,1,15
Trade,44.01604413986206,0,0,5.5634881313534414,1,6,15
Trade,44.031315088272095,0,0,4.763488131353441,6,56,15
Trade,44.060657024383545,0,0,4.763488131353441,1,58,15
Trade,44.06134605407715,0,0,4.763488131353441,6,59,15
Trade,44.08122181892395,0,0,4.763488131353441,1,55,15
Trade,44.09321117401123,0,0,4.763488131353441,6,47,15
Trade,44.11102795600891,0,0,4.763488131353441,6,41,15
Trade,44.11143708229065,0,0,4.763488131353441,4,57,15
Trade,44.112359046936035,0,0,4.763488131353441,4,46,15
Trade,44.12564396858215,0,0,4.763488131353441,6,59,15
Trade,44.1279821395874,0,0,5.5634881313534414,1,6,15
Trade,44.138651847839355,0,0,4.763488131353441,1,57,15
Trade,44.13889503479004,0,0,4.763488131353441,4,58,15
Trade,44.202773094177246,0,0,5.5634881313534414,1,6,15
Trade,44.207895040512085,0,0,4.763488131353441,4,55,15
Trade,44.23018503189087,0,0,5.5634881313534414,6,4,15
Trade,44.24166822433472,0,0,5.5634881313534414,6,4,15
Trade,44.244385957717896,0,0,5.5634881313534414,4,1,15
Trade,44.31677007675171,0,0,5.5634881313534414,4,6,15
Trade,44.31697988510132,0,0,5.5634881313534414,6,4,15
Trade,44.320595026016235,0,0,4.763488131353441,4,59,15
Trade,44.321831941604614,0,0,4.763488131353441,1,56,15
Trade,44.32649803161621,0,0,4.763488131353441,4,55,15
Trade,44.32678699493408,0,0,4.763488131353441,4,58,15
Trade,44.35525393486023,0,0,5.5634881313534414,1,6,15
Trade,44.467113971710205,0,0,3.5634881313534414,1,1,15
Trade,44.49562406539917,0,0,2.6634881313534415,4,55,15
Trade,44.49716901779175,0,0,4.663488131353441,1,56,15
Trade,44.52081513404846,0,0,4.663488131353441,6,58,15
Trade,44.555419921875,0,0,3.5634881313534414,4,1,15
Trade,44.716094970703125,0,0,3.6634881313534415,1,6,15
Trade,44.72961902618408,0,0,3.6634881313534415,6,1,15
Trade,44.82133412361145,0,0,4.763488131353441,4,59,15
Trade,0.10086607933044434,0,1,4.3009194166102285,54,5,15
Trade,0.1464991569519043,0,1,3.8013462991800533,51,0,15
Trade,1.3286268711090088,0,1,2.3009194166102285,5,0,15
Trade,2.022113084793091,0,1,4.3009194166102285,30,0,15
Trade,2.1722030639648438,0,1,2.789019285008934,53,0,15
Trade,2.190248966217041,0,1,2.2009194166102284,0,5,15
Trade,2.2941811084747314,0,1,3.2009194166102284,36,5,15
Trade,2.84381103515625,0,1,2.2009194166102284,34,0,15
Trade,3.1700429916381836,0,1,1.9009194166102281,0,5,15
Trade,3.2759170532226562,0,1,1.1009194166102283,5,0,15
Trade,3.480165958404541,0,1,2.1009194166102283,35,5,15
Trade,3.911388874053955,0,1,1.1009194166102283,5,0,15
Trade,4.101122140884399,0,1,2.1009194166102283,38,0,15
Trade,4.2048561573028564,0,1,2.1009194166102283,32,5,15
Trade,4.41619610786438,0,1,2.1009194166102283,37,0,15
Trade,4.641418933868408,0,1,2.1009194166102283,31,0,15
Trade,4.896858215332031,0,1,2.1009194166102283,39,5,15
Trade,4.932251214981079,0,1,1.1009194166102283,30,0,15
Trade,5.086583137512207,0,1,1.1,36,5,15
Trade,5.2285239696502686,0,1,1.1,33,0,15
Trade,5.519749164581299,0,1,1.1,37,5,15
Trade,5.554681062698364,0,1,1.1,39,0,15
Trade,5.800978899002075,0,1,1.1,32,5,15
Trade,5.939395189285278,0,1,1.1,35,0,15
Trade,6.557905912399292,0,1,1.1,34,0,15
Trade,6.737618923187256,0,1,1.1,31,5,15
Trade,6.770174026489258,0,1,1.1,38,0,15
Trade,7.552382946014404,0,1,2.1009194166102283,0,55,15
Trade,7.798708915710449,0,1,1.1009194166102283,37,0,15
Trade,7.8077051639556885,0,1,1.1,39,55,15
Trade,7.834724187850952,0,1,1.1,31,0,15
Trade,7.926318168640137,0,1,1.1,38,5,15
Trade,7.962491989135742,0,1,1.1,30,5,15
Trade,8.032917976379395,0,1,1.1,34,0,15
Trade,8.224016904830933,0,1,1.1,35,0,15
Trade,8.317264080047607,0,1,1.1,32,0,15
Trade,8.419281959533691,0,1,1.1,36,0,15
