type,competitorID,time,exchange,odds,agentID,stake,distance,rank,balance,decision
Trade,0,4.439725160598755,0,5.647785469091716,53,15,32.70434184780878,5,100000656.64969425,backer
Trade,0,4.439725160598755,0,5.647785469091716,1,15,32.70434184780878,5,99999595,layer
Trade,0,4.644650936126709,0,4.640411444224048,6,15,32.70434184780878,5,99999805,backer
Trade,0,4.644650936126709,0,4.640411444224048,1,15,32.70434184780878,5,99999595,layer
Trade,0,4.668756008148193,0,5.627771441733094,53,15,32.70434184780878,5,100000656.64969425,backer
Trade,0,4.668756008148193,0,5.627771441733094,4,15,32.70434184780878,5,99999670,layer
Trade,0,4.755837917327881,0,5.617387310226972,53,15,32.70434184780878,5,100000656.64969425,backer
Trade,0,4.755837917327881,0,5.617387310226972,6,15,32.70434184780878,5,99999805,layer
Trade,0,4.844552993774414,0,4.620003427521725,6,15,32.70434184780878,5,99999805,backer
Trade,0,4.844552993774414,0,4.620003427521725,4,15,32.70434184780878,5,99999670,layer
Trade,0,5.093926906585693,0,5.579811643710788,53,15,32.70434184780878,5,100000656.64969425,backer
Trade,0,5.093926906585693,0,5.579811643710788,1,15,32.70434184780878,5,99999595,layer
Trade,0,5.149266004562378,0,5.577090303175481,53,15,32.70434184780878,5,100000656.64969425,backer
Trade,0,5.149266004562378,0,5.577090303175481,4,15,32.70434184780878,5,99999670,layer
Trade,0,5.623497009277344,0,4.5634881313534414,6,15,39.082360302081476,5,99999805,backer
Trade,0,5.623497009277344,0,4.5634881313534414,1,15,39.082360302081476,5,99999595,layer
Trade,0,6.2191081047058105,0,3.5634881313534414,1,15,39.082360302081476,5,99999595,backer
Trade,0,6.2191081047058105,0,3.5634881313534414,6,15,39.082360302081476,5,99999805,layer
Trade,0,6.299928188323975,0,3.5634881313534414,4,15,39.082360302081476,5,99999670,backer
Trade,0,6.299928188323975,0,3.5634881313534414,1,15,39.082360302081476,5,99999595,layer
Trade,0,6.572743892669678,0,3.5634881313534414,4,15,48.36322877406668,5,99999670,backer
Trade,0,6.572743892669678,0,3.5634881313534414,4,15,48.36322877406668,5,99999670,layer
Trade,0,7.372316837310791,0,3.5634881313534414,6,15,59.150586798449815,5,99999805,backer
Trade,0,7.372316837310791,0,3.5634881313534414,4,15,59.150586798449815,5,99999670,layer
Trade,0,7.562384128570557,0,5.5634881313534414,53,15,59.150586798449815,5,100000656.64969425,backer
Trade,0,7.562384128570557,0,5.5634881313534414,55,15,59.150586798449815,5,100000970.0401223,layer
Trade,0,7.571962118148804,0,5.5634881313534414,1,15,59.150586798449815,5,99999595,backer
Trade,0,7.571962118148804,0,5.5634881313534414,6,15,59.150586798449815,5,99999805,layer
Trade,0,8.680361032485962,0,3.6634881313534415,1,15,69.29220701259632,5,99999595,backer
Trade,0,8.680361032485962,0,3.6634881313534415,55,15,69.29220701259632,5,100000970.0401223,layer
Trade,0,10.610629081726074,0,3.5634881313534414,1,15,91.2602412295175,5,99999595,backer
Trade,0,10.610629081726074,0,3.5634881313534414,55,15,91.2602412295175,5,100000970.0401223,layer
Trade,0,10.6578209400177,0,3.5634881313534414,4,15,91.2602412295175,5,99999670,backer
Trade,0,10.6578209400177,0,3.5634881313534414,57,15,91.2602412295175,5,100000820.0401223,layer
Trade,0,10.76770305633545,0,3.5634881313534414,1,15,91.2602412295175,5,99999595,backer
Trade,0,10.76770305633545,0,3.5634881313534414,1,15,91.2602412295175,5,99999595,layer
Trade,0,10.79948115348816,0,3.5634881313534414,1,15,91.2602412295175,5,99999595,backer
Trade,0,10.79948115348816,0,3.5634881313534414,57,15,91.2602412295175,5,100000820.0401223,layer
Trade,0,10.882070064544678,0,3.6634881313534415,4,15,91.2602412295175,5,99999670,backer
Trade,0,10.882070064544678,0,3.6634881313534415,55,15,91.2602412295175,5,100000970.0401223,layer
Trade,0,11.62111496925354,0,3.5634881313534414,6,15,99.40171710604936,5,99999805,backer
Trade,0,11.62111496925354,0,3.5634881313534414,6,15,99.40171710604936,5,99999805,layer
Trade,0,12.004857063293457,0,4.5634881313534414,4,15,99.40171710604936,5,99999670,backer
Trade,0,12.004857063293457,0,4.5634881313534414,1,15,99.40171710604936,5,99999595,layer
Trade,0,16.43112087249756,0,4.5634881313534414,6,15,137.06395591599778,5,99999805,backer
Trade,0,16.43112087249756,0,4.5634881313534414,6,15,137.06395591599778,5,99999805,layer
Trade,0,23.752958059310913,0,4.5634881313534414,6,15,196.43447701515595,5,99999805,backer
Trade,0,23.752958059310913,0,4.5634881313534414,1,15,196.43447701515595,5,99999595,layer
Trade,0,23.856022119522095,0,4.5634881313534414,4,15,196.43447701515595,5,99999670,backer
Trade,0,23.856022119522095,0,4.5634881313534414,55,15,196.43447701515595,5,100000970.0401223,layer
