type,competitorID,time,exchange,odds,agentID,stake,distance,rank,balance,decision
Trade,0,0.19747209548950195,0,1.1,4,15,0.0,1,99999775,backer
Trade,0,0.19747209548950195,0,1.1,52,15,0.0,1,99999868.56391646,layer
Trade,0,0.35555505752563477,0,1.1,8,15,0.0,1,99999805,backer
Trade,0,0.35555505752563477,0,1.1,52,15,0.0,1,99999868.56391646,layer
Trade,0,0.6893088817596436,0,4.803877159579005,8,15,0.0,1,99999805,backer
Trade,0,0.6893088817596436,0,4.803877159579005,51,15,0.0,1,100000162.58713181,layer
Trade,0,0.7696590423583984,0,4.9,52,15,0.0,1,99999868.56391646,backer
Trade,0,0.7696590423583984,0,4.9,4,15,0.0,1,99999775,layer
Trade,0,1.8122339248657227,0,4.9,8,15,9.564049494802951,4,99999805,backer
Trade,0,1.8122339248657227,0,4.9,8,15,9.564049494802951,4,99999805,layer
Trade,0,1.970654010772705,0,3.9000000000000004,5,15,9.564049494802951,4,99999805,backer
Trade,0,1.970654010772705,0,3.9000000000000004,8,15,9.564049494802951,4,99999805,layer
Trade,0,2.1164140701293945,0,4.9,4,15,9.564049494802951,4,99999775,backer
Trade,0,2.1164140701293945,0,4.9,8,15,9.564049494802951,4,99999805,layer
Trade,0,2.6554460525512695,0,4.8077871581554,4,15,19.201228183272406,4,99999775,backer
Trade,0,2.6554460525512695,0,4.8077871581554,51,15,19.201228183272406,4,100000162.58713181,layer
Trade,0,3.142848014831543,0,3.9000000000000004,4,15,19.201228183272406,4,99999775,backer
Trade,0,3.142848014831543,0,3.9000000000000004,5,15,19.201228183272406,4,99999805,layer
Trade,0,3.5997440814971924,0,3.9000000000000004,4,15,28.911536065408367,4,99999775,backer
Trade,0,3.5997440814971924,0,3.9000000000000004,5,15,28.911536065408367,4,99999805,layer
Trade,0,3.9037890434265137,0,3.9000000000000004,53,15,28.911536065408367,4,100000218.13323295,backer
Trade,0,3.9037890434265137,0,3.9000000000000004,4,15,28.911536065408367,4,99999775,layer
Trade,0,4.046570062637329,0,2.4393509969929434,51,15,28.911536065408367,4,100000162.58713181,backer
Trade,0,4.046570062637329,0,2.4393509969929434,5,15,28.911536065408367,4,99999805,layer
Trade,0,4.133622169494629,0,2.4373579219547867,53,15,28.911536065408367,4,100000218.13323295,backer
Trade,0,4.133622169494629,0,2.4373579219547867,4,15,28.911536065408367,4,99999775,layer
Trade,0,4.242498159408569,0,1.1,4,15,28.911536065408367,4,99999775,backer
Trade,0,4.242498159408569,0,1.1,52,15,28.911536065408367,4,99999868.56391646,layer
Trade,0,4.665472030639648,0,2.4386178381076133,51,15,37.93669137163805,3,100000162.58713181,backer
Trade,0,4.665472030639648,0,2.4386178381076133,4,15,37.93669137163805,3,99999775,layer
Trade,0,5.3547821044921875,0,4.941127304735101,52,15,47.486075250811666,5,99999868.56391646,backer
Trade,0,5.3547821044921875,0,4.941127304735101,8,15,47.486075250811666,5,99999805,layer
Trade,0,5.41530704498291,0,3.941127304735101,4,15,47.486075250811666,5,99999775,backer
Trade,0,5.41530704498291,0,3.941127304735101,5,15,47.486075250811666,5,99999805,layer
Trade,0,6.512535095214844,0,4.840468804725139,4,15,57.73616158988058,3,99999775,backer
Trade,0,6.512535095214844,0,4.840468804725139,4,15,57.73616158988058,3,99999775,layer
Trade,0,6.522540092468262,0,4.840468804725139,52,15,57.73616158988058,3,99999868.56391646,backer
Trade,0,6.522540092468262,0,4.840468804725139,4,15,57.73616158988058,3,99999775,layer
Trade,0,6.658031940460205,0,3.8404688047251394,8,15,57.73616158988058,3,99999805,backer
Trade,0,6.658031940460205,0,3.8404688047251394,5,15,57.73616158988058,3,99999805,layer
Trade,0,6.675588130950928,0,3.8404688047251394,8,15,57.73616158988058,3,99999805,backer
Trade,0,6.675588130950928,0,3.8404688047251394,5,15,57.73616158988058,3,99999805,layer
Trade,0,6.772355079650879,0,3.8404688047251394,4,15,57.73616158988058,3,99999775,backer
Trade,0,6.772355079650879,0,3.8404688047251394,8,15,57.73616158988058,3,99999805,layer
Trade,0,6.952583074569702,0,2.8404688047251394,5,15,57.73616158988058,3,99999805,backer
Trade,0,6.952583074569702,0,2.8404688047251394,4,15,57.73616158988058,3,99999775,layer
Trade,0,7.9651970863342285,0,3.8404688047251394,8,15,67.34678670125955,3,99999805,backer
Trade,0,7.9651970863342285,0,3.8404688047251394,8,15,67.34678670125955,3,99999805,layer
Trade,0,8.129340887069702,0,4.840468804725139,5,15,67.34678670125955,3,99999805,backer
Trade,0,8.129340887069702,0,4.840468804725139,4,15,67.34678670125955,3,99999775,layer
Trade,0,8.14248514175415,0,4.840468804725139,8,15,67.34678670125955,3,99999805,backer
Trade,0,8.14248514175415,0,4.840468804725139,5,15,67.34678670125955,3,99999805,layer
Trade,0,9.769975185394287,0,5.840468804725139,8,15,86.77312350470764,3,99999805,backer
Trade,0,9.769975185394287,0,5.840468804725139,5,15,86.77312350470764,3,99999805,layer
Trade,0,10.15571904182434,0,5.840468804725139,5,15,86.77312350470764,3,99999805,backer
Trade,0,10.15571904182434,0,5.840468804725139,8,15,86.77312350470764,3,99999805,layer
Trade,0,10.350187063217163,0,4.840468804725139,52,15,86.77312350470764,3,99999868.56391646,backer
Trade,0,10.350187063217163,0,4.840468804725139,4,15,86.77312350470764,3,99999775,layer
Trade,0,10.41228199005127,0,4.840468804725139,52,15,95.77623053764624,3,99999868.56391646,backer
Trade,0,10.41228199005127,0,4.840468804725139,5,15,95.77623053764624,3,99999805,layer
Trade,0,10.43814206123352,0,4.840468804725139,52,15,95.77623053764624,3,99999868.56391646,backer
Trade,0,10.43814206123352,0,4.840468804725139,8,15,95.77623053764624,3,99999805,layer
Trade,0,10.46795916557312,0,4.840468804725139,52,15,95.77623053764624,3,99999868.56391646,backer
Trade,0,10.46795916557312,0,4.840468804725139,5,15,95.77623053764624,3,99999805,layer
Trade,0,10.483647108078003,0,4.840468804725139,52,15,95.77623053764624,3,99999868.56391646,backer
Trade,0,10.483647108078003,0,4.840468804725139,4,15,95.77623053764624,3,99999775,layer
Trade,0,10.511343955993652,0,4.840468804725139,52,15,95.77623053764624,3,99999868.56391646,backer
Trade,0,10.511343955993652,0,4.840468804725139,4,15,95.77623053764624,3,99999775,layer
Trade,0,10.533878087997437,0,4.840468804725139,52,15,95.77623053764624,3,99999868.56391646,backer
Trade,0,10.533878087997437,0,4.840468804725139,8,15,95.77623053764624,3,99999805,layer
Trade,0,10.538416862487793,0,5.840468804725139,4,15,95.77623053764624,3,99999775,backer
Trade,0,10.538416862487793,0,5.840468804725139,8,15,95.77623053764624,3,99999805,layer
Trade,0,10.560830116271973,0,3.3490306241623755,52,15,95.77623053764624,3,99999868.56391646,backer
Trade,0,10.560830116271973,0,3.3490306241623755,4,15,95.77623053764624,3,99999775,layer
Trade,0,10.590385913848877,0,6.840468804725139,52,15,95.77623053764624,3,99999868.56391646,backer
Trade,0,10.590385913848877,0,6.840468804725139,4,15,95.77623053764624,3,99999775,layer
Trade,0,10.670992851257324,0,3.3507132681858587,52,15,95.77623053764624,3,99999868.56391646,backer
Trade,0,10.670992851257324,0,3.3507132681858587,4,15,95.77623053764624,3,99999775,layer
Trade,0,10.750656127929688,0,3.3522587234375116,52,15,95.77623053764624,3,99999868.56391646,backer
Trade,0,10.750656127929688,0,3.3522587234375116,8,15,95.77623053764624,3,99999805,layer
Trade,0,10.769925832748413,0,3.352745549027122,52,15,95.77623053764624,3,99999868.56391646,backer
Trade,0,10.769925832748413,0,3.352745549027122,8,15,95.77623053764624,3,99999805,layer
