id,time,opinion,competitor
36,0.020887136459350586,0.2,0
56,0.020928144454956055,0.2,0
58,0.021017074584960938,0.2,0
0,0.021054983139038086,0.2,0
6,0.021129131317138672,0.2,0
38,0.02703380584716797,0.2,0
55,0.02707695960998535,0.2,0
8,0.027173995971679688,0.2,0
27,0.027288198471069336,0.2,0
5,0.02736687660217285,0.2,0
25,0.027418851852416992,0.2,0
33,0.027465105056762695,0.2,0
35,0.02752208709716797,0.2,0
42,0.027569055557250977,0.2,0
50,0.027611970901489258,0.2,0
28,0.02776193618774414,0.2,0
2,0.02780008316040039,0.2,0
12,0.027854204177856445,0.2,0
47,0.027908802032470703,0.2,0
59,0.02795100212097168,0.2,0
13,0.02799201011657715,0.2,0
30,0.028100252151489258,0.2,0
34,0.028146982192993164,0.2,0
39,0.028195858001708984,0.2,0
7,0.028254985809326172,0.2,0
26,0.0283510684967041,0.2,0
43,0.02839207649230957,0.2,0
52,0.028437137603759766,0.2,0
20,0.028515100479125977,0.2,0
51,0.03850817680358887,0.2,0
29,0.038652896881103516,0.2,0
44,0.03871011734008789,0.2,0
54,0.0387730598449707,0.2,0
41,0.03885602951049805,0.2,0
37,0.03889894485473633,0.2,0
40,0.038967132568359375,0.2,0
10,0.039006948471069336,0.2,0
15,0.03904414176940918,0.2,0
1,0.039092063903808594,0.2,0
36,0.039140939712524414,0.2,0
4,0.03920483589172363,0.2,0
42,0.039276123046875,0.2,0
23,0.03931903839111328,0.2,0
56,0.03940892219543457,0.2,0
58,0.039449214935302734,0.2,0
0,0.03948497772216797,0.2,0
32,0.03954601287841797,0.2,0
45,0.039624929428100586,0.2,0
11,0.03969407081604004,0.2,0
21,0.039736032485961914,0.2,0
25,0.03977704048156738,0.2,0
48,0.03981900215148926,0.2,0
57,0.03986406326293945,0.2,0
49,0.03990983963012695,0.2,0
24,0.03996396064758301,0.2,0
46,0.04001116752624512,0.2,0
55,0.04565715789794922,0.2,0
13,0.04573392868041992,0.2,0
34,0.04578518867492676,0.2,0
17,0.04595518112182617,0.2,0
20,0.04599881172180176,0.2,0
6,0.04604506492614746,0.2,0
8,0.04610705375671387,0.2,0
5,0.046154022216796875,0.2,0
38,0.046196937561035156,0.2,0
50,0.0462799072265625,0.2,0
28,0.04633498191833496,0.2,0
2,0.04638504981994629,0.2,0
3,0.04643416404724121,0.2,0
47,0.04647994041442871,0.2,0
59,0.04652118682861328,0.2,0
12,0.04655599594116211,0.2,0
33,0.046595096588134766,0.2,0
27,0.04665493965148926,0.2,0
35,0.04669594764709473,0.2,0
53,0.04675889015197754,0.2,0
30,0.04684805870056152,0.2,0
39,0.04693102836608887,0.2,0
16,0.05627799034118652,0.2,0
54,0.05638313293457031,0.2,0
29,0.05651688575744629,0.2,0
37,0.056572914123535156,0.2,0
18,0.05662703514099121,0.2,0
1,0.0566861629486084,0.2,0
14,0.056748151779174805,0.2,0
24,0.05681204795837402,0.2,0
7,0.05686211585998535,0.2,0
26,0.056932926177978516,0.2,0
45,0.05698108673095703,0.2,0
32,0.05702805519104004,0.2,0
11,0.057083845138549805,0.2,0
43,0.05713200569152832,0.2,0
48,0.05718207359313965,0.2,0
58,0.05725502967834473,0.2,0
52,0.05730795860290527,0.2,0
21,0.05736994743347168,0.2,0
57,0.05742597579956055,0.2,0
40,0.05748796463012695,0.2,0
49,0.05756020545959473,0.2,0
25,0.057614803314208984,0.2,0
42,0.05804181098937988,0.2,0
34,0.058110952377319336,0.2,0
19,0.05816984176635742,0.2,0
55,0.058242082595825195,0.2,0
8,0.05830812454223633,0.2,0
41,0.05837607383728027,0.2,0
38,0.058465003967285156,0.2,0
23,0.058522939682006836,0.2,0
0,0.05857491493225098,0.2,0
13,0.05868124961853027,0.2,0
2,0.058744192123413086,0.2,0
27,0.05879402160644531,0.2,0
59,0.05884909629821777,0.2,0
15,0.05889582633972168,0.2,0
31,0.058947086334228516,0.2,0
46,0.05902910232543945,0.2,0
9,0.05927085876464844,0.2,0
50,0.05929708480834961,0.2,0
28,0.05931591987609863,0.2,0
56,0.059332847595214844,0.2,0
51,0.05935215950012207,0.2,0
39,0.05939793586730957,0.2,0
17,0.05947089195251465,0.2,0
6,0.05951499938964844,0.2,0
22,0.0595860481262207,0.2,0
5,0.05962204933166504,0.2,0
3,0.059686899185180664,0.2,0
10,0.059721946716308594,0.2,0
12,0.059782981872558594,0.2,0
33,0.059841156005859375,0.2,0
30,0.059925079345703125,0.2,0
35,0.05998587608337402,0.2,0
47,0.06002211570739746,0.2,0
36,0.06010293960571289,0.2,0
53,0.060137033462524414,0.2,0
44,0.060212135314941406,0.2,0
4,0.06026506423950195,0.2,0
20,0.060569047927856445,0.2,0
24,0.0735921859741211,0.2,0
1,0.07366704940795898,0.2,0
40,0.07378792762756348,0.2,0
18,0.0738680362701416,0.2,0
14,0.07394003868103027,0.2,0
7,0.07399988174438477,0.2,0
32,0.0740671157836914,0.2,0
43,0.07414507865905762,0.2,0
58,0.0742030143737793,0.2,0
21,0.07425999641418457,0.2,0
42,0.07432699203491211,0.2,0
19,0.07439112663269043,0.2,0
26,0.07445311546325684,0.2,0
45,0.07451605796813965,0.2,0
11,0.07457804679870605,0.2,0
48,0.07462882995605469,0.2,0
25,0.07468390464782715,0.2,0
34,0.07477712631225586,0.2,0
41,0.07484197616577148,0.2,0
17,0.07491302490234375,0.2,0
22,0.0749819278717041,0.2,0
3,0.07506704330444336,0.2,0
12,0.07514715194702148,0.2,0
35,0.07520484924316406,0.2,0
36,0.07526397705078125,0.2,0
4,0.07532811164855957,0.2,0
55,0.07539105415344238,0.2,0
8,0.07544398307800293,0.2,0
38,0.0755012035369873,0.2,0
13,0.07556891441345215,0.2,0
23,0.07562613487243652,0.2,0
0,0.07568907737731934,0.2,0
15,0.07576704025268555,0.2,0
33,0.0758199691772461,0.2,0
51,0.0758819580078125,0.14,0
2,0.07606983184814453,0.2,0
39,0.07612919807434082,0.2,0
6,0.07619214057922363,0.2,0
5,0.07624983787536621,0.2,0
10,0.07631492614746094,0.2,0
59,0.07638096809387207,0.2,0
27,0.07643389701843262,0.2,0
47,0.07649803161621094,0.2,0
46,0.07656192779541016,0.2,0
30,0.07663893699645996,0.2,0
9,0.07678484916687012,0.2,0
50,0.07687997817993164,0.2,0
28,0.07701516151428223,0.2,0
56,0.07707715034484863,0.2,0
54,0.07713603973388672,0.2,0
20,0.07724499702453613,0.2,0
52,0.07728314399719238,0.14,0
31,0.07741284370422363,0.2,0
53,0.07748007774353027,0.2,0
16,0.0776059627532959,0.2,0
37,0.07766509056091309,0.2,0
29,0.07772016525268555,0.2,0
40,0.0856928825378418,0.2,0
44,0.08579301834106445,0.2,0
24,0.08588004112243652,0.2,0
1,0.08593106269836426,0.2,0
7,0.08603811264038086,0.2,0
21,0.0860910415649414,0.2,0
34,0.08614206314086914,0.2,0
57,0.08621001243591309,0.2,0
32,0.09148287773132324,0.2,0
22,0.09158086776733398,0.2,0
19,0.0916290283203125,0.2,0
36,0.09170413017272949,0.2,0
48,0.09176301956176758,0.2,0
45,0.09179902076721191,0.2,0
11,0.09186410903930664,0.2,0
23,0.09190511703491211,0.2,0
41,0.09197211265563965,0.2,0
0,0.09200692176818848,0.2,0
15,0.09212708473205566,0.2,0
3,0.09215998649597168,0.2,0
38,0.09223508834838867,0.2,0
39,0.09229207038879395,0.2,0
6,0.09232902526855469,0.2,0
12,0.09240508079528809,0.2,0
35,0.09246492385864258,0.2,0
4,0.0925300121307373,0.2,0
55,0.09258604049682617,0.2,0
8,0.09264302253723145,0.2,0
13,0.09270191192626953,0.2,0
30,0.09276294708251953,0.2,0
28,0.09282207489013672,0.2,0
53,0.09287714958190918,0.2,0
51,0.09301304817199707,0.14,0
2,0.09313583374023438,0.2,0
5,0.09319710731506348,0.2,0
59,0.09326791763305664,0.2,0
47,0.09333205223083496,0.2,0
16,0.09338593482971191,0.2,0
10,0.0934751033782959,0.2,0
37,0.09352922439575195,0.2,0
27,0.09358906745910645,0.2,0
