time,odds,competitor
0.021054983139038086,20.0,0
0.021054983139038086,20.0,1
0.021054983139038086,20.0,2
0.021054983139038086,20.0,3
0.021054983139038086,20.0,4
0.03948497772216797,20.0,0
0.03948497772216797,20.0,1
0.03948497772216797,20.0,2
0.03948497772216797,1.15,3
0.03948497772216797,20.0,4
0.05857491493225098,20.0,0
0.05857491493225098,2.4,1
0.05857491493225098,20.0,2
0.05857491493225098,1.1,3
0.05857491493225098,1.5666666666666667,4
0.07568907737731934,4.9,0
0.07568907737731934,2.4,1
0.07568907737731934,4.9,2
0.07568907737731934,1.1,3
0.07568907737731934,1.5666666666666667,4
0.09200692176818848,4.9,0
0.09200692176818848,2.4,1
0.09200692176818848,4.9,2
0.09200692176818848,1.1,3
0.09200692176818848,2.4396221934016893,4
0.12650704383850098,4.9,0
0.12650704383850098,2.4,1
0.12650704383850098,4.9,2
0.12650704383850098,1.1,3
0.12650704383850098,2.4396221934016893,4
0.14485406875610352,4.9,0
0.14485406875610352,2.4,1
0.14485406875610352,4.9,2
0.14485406875610352,1.1,3
0.14485406875610352,2.4396221934016893,4
0.16462016105651855,4.9,0
0.16462016105651855,2.4,1
0.16462016105651855,4.9,2
0.16462016105651855,1.1,3
0.16462016105651855,2.4396221934016893,4
0.18036890029907227,4.9,0
0.18036890029907227,2.4,1
0.18036890029907227,4.9,2
0.18036890029907227,1.1,3
0.18036890029907227,2.4396221934016893,4
0.19384193420410156,4.9,0
0.19384193420410156,2.4,1
0.19384193420410156,4.9,2
0.19384193420410156,1.1,3
0.19384193420410156,2.4396221934016893,4
0.20972394943237305,4.9,0
0.20972394943237305,2.4,1
0.20972394943237305,4.9,2
0.20972394943237305,1.1,3
0.20972394943237305,2.4396221934016893,4
0.22959494590759277,4.9,0
0.22959494590759277,2.4,1
0.22959494590759277,4.9,2
0.22959494590759277,1.1,3
0.22959494590759277,2.4396221934016893,4
0.26386404037475586,4.9,0
0.26386404037475586,2.4,1
0.26386404037475586,4.9,2
0.26386404037475586,1.15,3
0.26386404037475586,2.4396221934016893,4
0.2812769412994385,4.9,0
0.2812769412994385,2.4,1
0.2812769412994385,4.9,2
0.2812769412994385,1.15,3
0.2812769412994385,2.4396221934016893,4
0.29697203636169434,4.9,0
0.29697203636169434,2.4,1
0.29697203636169434,4.9,2
0.29697203636169434,1.15,3
0.29697203636169434,2.4396221934016893,4
0.310621976852417,4.9,0
0.310621976852417,2.4,1
0.310621976852417,4.9,2
0.310621976852417,1.15,3
0.310621976852417,2.4396221934016893,4
