time,odds,competitor
0.0452580451965332,20.0,0
0.0452580451965332,4.9,1
0.0452580451965332,20.0,2
0.0452580451965332,20.0,3
0.0452580451965332,2.4,4
0.06119132041931152,20.0,0
0.06119132041931152,4.9,1
0.06119132041931152,20.0,2
0.06119132041931152,4.783403722692409,3
0.06119132041931152,1.4791684206649716,4
0.07854223251342773,20.0,0
0.07854223251342773,4.9,1
0.07854223251342773,4.783403722692409,2
0.07854223251342773,4.783403722692409,3
0.07854223251342773,1.4791684206649716,4
0.10644936561584473,20.0,0
0.10644936561584473,4.9,1
0.10644936561584473,4.783403722692409,2
0.10644936561584473,4.783403722692409,3
0.10644936561584473,1.4791684206649716,4
0.12273311614990234,20.0,0
0.12273311614990234,3.4548149199415734,1
0.12273311614990234,4.783403722692409,2
0.12273311614990234,4.783403722692409,3
0.12273311614990234,1.4791684206649716,4
0.14183926582336426,20.0,0
0.14183926582336426,3.4548149199415734,1
0.14183926582336426,4.783403722692409,2
0.14183926582336426,4.783403722692409,3
0.14183926582336426,1.4791684206649716,4
0.16756820678710938,20.0,0
0.16756820678710938,3.4548149199415734,1
0.16756820678710938,4.783403722692409,2
0.16756820678710938,4.783403722692409,3
0.16756820678710938,1.4791684206649716,4
0.18104219436645508,20.0,0
0.18104219436645508,3.4548149199415734,1
0.18104219436645508,4.783403722692409,2
0.18104219436645508,4.783403722692409,3
0.18104219436645508,1.4791684206649716,4
0.19714117050170898,20.0,0
0.19714117050170898,3.4548149199415734,1
0.19714117050170898,4.783403722692409,2
0.19714117050170898,4.783403722692409,3
0.19714117050170898,1.4791684206649716,4
0.22673320770263672,20.0,0
0.22673320770263672,3.4548149199415734,1
0.22673320770263672,4.783403722692409,2
0.22673320770263672,4.783403722692409,3
0.22673320770263672,1.4791684206649716,4
0.25629639625549316,20.0,0
0.25629639625549316,3.4548149199415734,1
0.25629639625549316,4.783403722692409,2
0.25629639625549316,4.783403722692409,3
0.25629639625549316,1.4791684206649716,4
0.28188419342041016,20.0,0
0.28188419342041016,3.4548149199415734,1
0.28188419342041016,4.783403722692409,2
0.28188419342041016,4.783403722692409,3
0.28188419342041016,1.4791684206649716,4
0.2987232208251953,20.0,0
0.2987232208251953,3.4548149199415734,1
0.2987232208251953,4.783403722692409,2
0.2987232208251953,4.783403722692409,3
0.2987232208251953,1.4791684206649716,4
0.31589317321777344,20.0,0
0.31589317321777344,3.4548149199415734,1
0.31589317321777344,4.783403722692409,2
0.31589317321777344,4.783403722692409,3
0.31589317321777344,1.4791684206649716,4
0.33257436752319336,20.0,0
0.33257436752319336,3.4548149199415734,1
0.33257436752319336,4.783403722692409,2
0.33257436752319336,4.783403722692409,3
0.33257436752319336,1.4791684206649716,4
0.3508291244506836,20.0,0
0.3508291244506836,3.4548149199415734,1
0.3508291244506836,4.783403722692409,2
0.3508291244506836,4.783403722692409,3
0.3508291244506836,1.4791684206649716,4
0.3623380661010742,20.0,0
0.3623380661010742,3.4548149199415734,1
0.3623380661010742,4.783403722692409,2
0.3623380661010742,4.783403722692409,3
0.3623380661010742,1.4791684206649716,4
0.3895113468170166,20.0,0
0.3895113468170166,3.4548149199415734,1
0.3895113468170166,4.783403722692409,2
0.3895113468170166,4.783403722692409,3
0.3895113468170166,1.4791684206649716,4
0.4063751697540283,20.0,0
0.4063751697540283,3.4548149199415734,1
0.4063751697540283,4.783403722692409,2
0.4063751697540283,4.783403722692409,3
0.4063751697540283,1.4791684206649716,4
0.4225473403930664,20.0,0
