Time,0,1,2,3,4
0,0,0,0,0,0
1,8.916188890749044,8.916188890749044,8.916188890749044,8.916188890749044,8.916188890749044
2,17.36554351548928,22.851639848257175,17.36554351548928,17.36554351548928,21.612739014127136
3,27.297827631043,39.161124763783064,27.297827631043,27.297827631043,32.5635818065564
4,35.87524577582342,52.27911806397294,35.87524577582342,35.87524577582342,44.45266392060385
5,44.51669568062394,67.67584975325225,44.51669568062394,44.51669568062394,53.15814558542446
6,53.94763415084627,82.05862062480338,53.94763415084627,53.94763415084627,63.3785726210686
7,63.44794036109037,97.64016465886496,63.44794036109037,63.44794036109037,72.94824657133447
8,74.93674580530333,114.43368273720716,73.01761431135623,73.01761431135623,78.92497564235698
9,86.50883020691408,129.07387080327646,86.22395469376404,83.3981207470506,92.17755770692737
10,98.16419356592262,146.0654021081711,97.62513783102536,93.10653017736,102.8149396076694
11,107.38741252881329,160.87720163725248,108.15089661554116,103.63644405310126,113.35250615540564
12,118.36491085448851,174.62883726241012,118.75132964208322,114.24106164886597,124.84567924463067
13,130.2701110856904,189.0038966980649,131.36736550493669,124.15757429924068,135.50806928936925
14,141.4022703322472,201.5480872738051,143.09439988013077,134.14345468963717,149.15781702621985
15,155.19856535624427,216.1211599360123,155.88693849686447,143.42522219463862,159.94503056796077
16,164.7489516517691,231.7713778298613,166.78606849151157,152.77102145966018,173.75364457372345
17,178.73559857838964,246.54246371862095,179.75510986212552,163.7491576555421,186.43992924188876
18,191.80799547525237,261.4125562206568,191.80799547525237,172.433531875182,196.65704252024048
19,204.95353959974656,273.38783551290646,204.95353959974656,182.76625096568733,208.65644114610686
20,217.16935083183978,288.45594124149477,217.16935083183978,191.5680167453641,220.7352729064293
21,230.28819532375522,301.6007719377773,230.49139771021424,201.23397481048613,230.28819532375522
22,239.90352948958233,317.8846321565941,243.90169596552883,210.96396463562826,239.90352948958233
23,253.10045573639363,332.22541602044987,256.36189562607166,222.39032315165082,253.10045573639363
24,266.3824889129793,344.5967217658044,268.90355809609764,233.89138538769683,266.3824889129793
25,277.0762009980673,358.08477538811115,282.5786104822326,245.4671513437663,277.0762009980673
26,289.631631565126,373.74692079635673,295.28319857122494,256.28544461442397,289.631631565126
27,300.4615147378529,389.50807281787854,310.2002579527798,265.49808085422967,300.4615147378529
28,313.1758115738237,402.19619972571695,325.2123572787317,276.4551096049309,313.1758115738237
29,324.14186583418956,419.2193093236628,337.08225241972013,286.63332175021367,324.14186583418956
30,341.40360131548925,434.20693639425656,351.1985616905557,296.87556565551654,337.0150289390724
31,359.505791894976,448.20982440559965,365.4031223383314,306.32298501539594,348.1172542870772
32,377.7031584257746,463.38226382097565,378.5964872842229,315.82910015529376,359.2875651789014
33,390.7650793933164,480.8278016355667,390.7650793933164,328.00249587155076,372.3990276871524
34,408.00356542464954,497.281999950022,403.00834574443616,340.2505953078312,386.53213016148135
35,420.710555314154,500,420.5776304877122,352.5733984641351,396.95881705782375
36,436.96636685819385,500,438.2419551753853,364.9709053404624,411.26213339170135
37,454.4725352525913,500,456.0013198074555,374.7704993804523,423.7321002201997
38,468.54885193159305,500,473.85572438392273,387.3174136968265,438.20563041362595
39,486.2334752347,500,490.52306572472526,398.13594344231024,450.8231159203998
40,500,500,500,410.8322651987313,462.5381111627797
41,500,500,500,421.77885846425517,476.28503874667905
42,500,500,500,434.62458766072314,489.1238022708662
43,500,500,500,447.54502057721453,500
44,500,500,500,453.1813176608377,500
45,500,500,500,466.251158017376,500
46,500,500,500,476.5790140775316,500
47,500,500,500,489.7982618741168,500
48,500,500,500,500,500
