id,time,opinion,competitor
57,0.02246236801147461,0.2,0
4,0.022576332092285156,0.2,0
10,0.02263617515563965,0.2,0
12,0.022692203521728516,0.2,0
15,0.02272939682006836,0.2,0
31,0.022774219512939453,0.2,0
20,0.02283024787902832,0.2,0
27,0.022938251495361328,0.2,0
22,0.022977113723754883,0.2,0
17,0.023060083389282227,0.2,0
36,0.023098230361938477,0.2,0
40,0.02313709259033203,0.2,0
43,0.023180246353149414,0.2,0
44,0.023217201232910156,0.2,0
39,0.023262977600097656,0.2,0
53,0.023304224014282227,0.2,0
54,0.023426055908203125,0.2,0
59,0.023492097854614258,0.2,0
58,0.0235292911529541,0.2,0
42,0.023809194564819336,0.2,0
47,0.02385735511779785,0.2,0
51,0.023900270462036133,0.2,0
9,0.023974180221557617,0.2,0
11,0.02402210235595703,0.2,0
13,0.024062395095825195,0.2,0
14,0.0241091251373291,0.2,0
28,0.02414727210998535,0.2,0
21,0.02419114112854004,0.2,0
32,0.02425217628479004,0.2,0
41,0.024311065673828125,0.2,0
46,0.024438142776489258,0.2,0
33,0.024483203887939453,0.2,0
48,0.024524211883544922,0.2,0
16,0.024614334106445312,0.2,0
52,0.02468419075012207,0.2,0
55,0.024756431579589844,0.2,0
56,0.0247952938079834,0.2,0
18,0.024837255477905273,0.2,0
37,0.024953126907348633,0.2,0
26,0.042945146560668945,0.2,0
22,0.04317903518676758,0.2,0
36,0.04341316223144531,0.2,0
34,0.04439401626586914,0.2,0
2,0.04454517364501953,0.2,0
29,0.044843196868896484,0.2,0
42,0.044904232025146484,0.2,0
27,0.04497933387756348,0.2,0
24,0.045043230056762695,0.2,0
33,0.04517722129821777,0.2,0
0,0.0452580451965332,0.2,0
41,0.04533028602600098,0.2,0
54,0.05123424530029297,0.2,0
31,0.05146908760070801,0.2,0
45,0.05158400535583496,0.2,0
17,0.05165433883666992,0.2,0
44,0.05171823501586914,0.2,0
40,0.05177712440490723,0.2,0
59,0.05183529853820801,0.2,0
35,0.05189228057861328,0.2,0
58,0.05198216438293457,0.2,0
3,0.052036285400390625,0.2,0
25,0.05209827423095703,0.2,0
38,0.052161216735839844,0.2,0
49,0.052247047424316406,0.2,0
1,0.052306175231933594,0.2,0
43,0.05239224433898926,0.2,0
9,0.05245018005371094,0.2,0
11,0.05251312255859375,0.2,0
47,0.05256509780883789,0.2,0
28,0.05262327194213867,0.2,0
50,0.052677154541015625,0.2,0
56,0.052796363830566406,0.2,0
5,0.052854061126708984,0.2,0
48,0.05291318893432617,0.2,0
19,0.05297422409057617,0.2,0
7,0.053031206130981445,0.2,0
6,0.053092241287231445,0.2,0
18,0.05332303047180176,0.2,0
30,0.05338025093078613,0.2,0
46,0.05345940589904785,0.2,0
16,0.05351400375366211,0.2,0
39,0.05359315872192383,0.2,0
13,0.05367398262023926,0.2,0
14,0.053727149963378906,0.2,0
21,0.0537872314453125,0.2,0
57,0.05384397506713867,0.2,0
4,0.05390214920043945,0.2,0
10,0.053960323333740234,0.2,0
12,0.054018259048461914,0.2,0
15,0.05407524108886719,0.2,0
20,0.05412936210632324,0.2,0
32,0.054183244705200195,0.2,0
8,0.05426025390625,0.2,0
23,0.0543513298034668,0.2,0
37,0.05442214012145996,0.2,0
51,0.054505348205566406,0.2,0
52,0.0546412467956543,0.2,0
53,0.054775238037109375,0.2,0
42,0.060770273208618164,0.2,0
24,0.06083321571350098,0.2,0
41,0.06088399887084961,0.2,0
26,0.06093025207519531,0.2,0
34,0.06097221374511719,0.2,0
2,0.061019182205200195,0.2,0
29,0.06106925010681152,0.2,0
27,0.061115264892578125,0.2,0
33,0.061158180236816406,0.2,0
0,0.06119132041931152,0.2,0
55,0.06121826171875,0.2,0
36,0.06125521659851074,0.2,0
22,0.06127119064331055,0.2,0
17,0.06785321235656738,0.2,0
3,0.0678861141204834,0.2,0
45,0.06803321838378906,0.2,0
35,0.06806421279907227,0.2,0
58,0.06812429428100586,0.2,0
38,0.0681612491607666,0.2,0
49,0.0682222843170166,0.2,0
9,0.0682680606842041,0.2,0
11,0.06830310821533203,0.2,0
50,0.06835818290710449,0.2,0
56,0.06850099563598633,0.2,0
19,0.06853127479553223,0.2,0
7,0.06858706474304199,0.2,0
18,0.06862115859985352,0.2,0
30,0.06870818138122559,0.2,0
25,0.06875324249267578,0.2,0
1,0.06879639625549316,0.2,0
47,0.0688481330871582,0.2,0
43,0.06890606880187988,0.2,0
28,0.06894421577453613,0.2,0
5,0.0689842700958252,0.2,0
48,0.06903219223022461,0.2,0
6,0.06907320022583008,0.2,0
16,0.06912016868591309,0.2,0
46,0.06915712356567383,0.2,0
39,0.06919407844543457,0.2,0
14,0.06924009323120117,0.2,0
13,0.0692751407623291,0.2,0
21,0.06931042671203613,0.2,0
57,0.06934618949890137,0.2,0
4,0.06938600540161133,0.2,0
32,0.06943631172180176,0.2,0
12,0.06947612762451172,0.2,0
8,0.0695180892944336,0.2,0
23,0.06956028938293457,0.2,0
51,0.06959843635559082,0.2,0
10,0.06972026824951172,0.2,0
20,0.06975913047790527,0.2,0
15,0.06980514526367188,0.2,0
37,0.06984400749206543,0.2,0
52,0.0698862075805664,0.2,0
53,0.07001018524169922,0.2,0
31,0.07012033462524414,0.2,0
24,0.07804632186889648,0.2,0
26,0.07811307907104492,0.2,0
27,0.07816410064697266,0.2,0
2,0.07820916175842285,0.2,0
44,0.07827425003051758,0.2,0
41,0.0783233642578125,0.2,0
34,0.07836532592773438,0.2,0
40,0.0784142017364502,0.2,0
29,0.07845401763916016,0.2,0
59,0.07849812507629395,0.2,0
0,0.07854223251342773,0.2,0
9,0.0786292552947998,0.2,0
36,0.07869315147399902,0.2,0
33,0.07879328727722168,0.2,0
22,0.07886910438537598,0.2,0
54,0.07891416549682617,0.2,0
42,0.07899808883666992,0.2,0
50,0.08628201484680176,0.2,0
8,0.08644819259643555,0.2,0
1,0.08653640747070312,0.2,0
4,0.08658933639526367,0.2,0
12,0.08663344383239746,0.2,0
23,0.08668112754821777,0.2,0
10,0.08672618865966797,0.2,0
15,0.08676624298095703,0.2,0
52,0.08680343627929688,0.2,0
31,0.0869302749633789,0.2,0
53,0.08697509765625,0.2,0
58,0.08707618713378906,0.2,0
56,0.08711719512939453,0.2,0
55,0.08715701103210449,0.2,0
17,0.08719015121459961,0.2,0
35,0.08722734451293945,0.2,0
32,0.08727407455444336,0.2,0
25,0.08731818199157715,0.2,0
47,0.0873563289642334,0.2,0
18,0.08739519119262695,0.2,0
