0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
99999925,99999910,99999535,99999714.93147445,99999552.53571483,99999970,99999703.33814353,99999880,99999505,99999895,100000104.5712853,100000059.78564265,100000049.5,100000051.0,100000052.28564265,100000111.85692796,100000070.5,100000068.78564265,100000233.37877958,100000076.28564265,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,99999871.0,99999841.0,99999856.0,99999826.0,99999856.0,99999856.0,99999856.0,99999856.0,99999841.0,99999856.0,100000001.5,100000001.5,100000001.5,100000001.5,100000000,100000001.5,100000001.5,100000016.5,100000001.5,100000001.5,99999777.67709374,100000210,100000315.456891,100000304.11111899,100000253.5,100000304.5,100000595.5,100000487.5,100000417.0,100000322.5
