0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
99999925,99999730,99999895,99999880,99999835,99999258.39747506,99999895,99999505,99999655,100000030,100000143.7392968,99999840.72797701,99999815.8222081,100000142.37248258,100000114.35953157,100000180.72752109,100000115.86471258,100000120.36028987,99999566.37695728,100000210.72807698,100000008.3470604,99999942.98235002,99999950.97414587,99999956.48235002,99999991.896368,99999916.63528962,99999936.13528962,99999956.48235002,100000000,99999982.0,99999696.41375406,99999659.5,99999661.0,99999674.5,99999674.5,99999644.5,99999693.36471038,99999674.5,99999690.50383504,99999629.5,100000047.50383504,100000015,100000047.50383504,100000015,100000015,100000015,100000047.50702024,100000047.49637704,100000015,100000047.51562937,100001291.5,100000598.5,100000864.660271,100000337.5,100000245.36471038,100000598.05593745,100000329.9744172,100000548.12071127,100000377.74745508,100000296.35576893
