Time,0,1,2,3,4
0,0,0,0,0,0
1,7.118266946236544,8.172188758171213,8.172188758171213,8.956047353485452,8.956047353485452
2,14.290691917123345,15.773264379026402,15.773264379026402,17.976466905679985,17.976466905679985
3,23.685249811321523,24.070072799374763,24.070072799374763,27.760088791268494,27.760088791268494
4,32.4221390355463,31.786181954547324,31.786181954547324,38.31681642543699,38.31681642543699
5,43.424487602802664,41.17717559669165,40.85541219726711,48.94781967350058,48.94781967350058
6,52.29135608618806,50.63765284920012,49.33915011088119,57.82288802449528,57.82288802449528
7,60.47889268973996,60.16761371207274,58.542586143637905,67.74602217639462,67.74602217639462
8,70.97521505604364,70.72700263263319,67.15094371942914,77.15267492084364,77.15267492084364
9,78.52674619948223,82.32971633295429,75.82161112630895,86.07827734292083,86.07827734292083
10,87.65357320118886,92.06812802691935,84.55458836427734,95.61367448478802,95.61367448478802
11,94.54743567465407,101.44129814811927,92.67331488956069,106.77438804605927,104.47500002993534
12,104.57564245726026,108.3049955079346,102.21226539740972,118.94623693999962,108.3049955079346
13,112.34380569929989,118.25185803299212,111.81831880027723,132.14169437725982,118.78185645654399
14,120.94835909265876,127.82144347503954,121.49147509816319,144.47569500965983,127.82144347503954
15,130.40013424226694,139.92443916998252,130.53600149157444,157.84577739603043,136.92045098465118
16,138.94231185265122,153.12634653297746,138.94231185265122,168.41944478675782,147.348622213728
17,148.11145790823963,163.35114349949157,148.11145790823963,180.0291939314558,156.56647070557176
18,158.56209728311782,176.73370824943328,157.34291379491663,192.68749804077513,166.57436968159362
19,165.84589753406487,189.17022527412416,165.92177445746944,205.42687801932428,175.13300169949656
20,173.9931669486563,199.6034730717307,174.55815188718094,217.26114495573563,185.31212082845457
21,182.19459438789798,212.20675076129552,185.997292975493,229.17025115605145,197.13153389883968
22,193.7524140373467,224.89340878329733,198.38347088869367,243.15152086430845,208.23231000416786
23,203.72410622359735,236.5992772748662,209.05771158145293,257.22010304712063,218.60454572925312
24,211.25161758547057,247.31045951392935,218.7791289473438,272.3871330371571,230.40519952892157
25,220.51148307709755,259.16919194829933,229.56840317442044,284.59559629309075,240.906179651425
26,229.83092239583982,272.18937130004906,239.1503617145821,298.9261158995685,252.28425138196152
27,241.76784821784034,286.3848942912513,251.8720541028751,311.28425768331107,261.278633668049
28,253.7805952743512,297.37401097177104,263.74736400880715,325.78940223889924,272.7953532111897
29,263.27875607443934,310.64433132083167,274.76670530451855,338.2972225504507,285.2089711927356
30,276.31203056608035,323.9980320023293,285.8435633673886,354.02554701977067,296.0318123087844
31,289.42654209469674,338.5548697674251,296.9779381974173,368.79262899902443,307.7565035708314
32,298.22370780509124,352.07533111379666,309.1024874277037,382.5859952775613,320.39294839406256
33,306.1898991666315,364.5455193193712,321.28934648907864,395.3931726447306,329.71414338128847
34,315.98592910229604,377.09213949634625,334.4807591425009,410.42219204765,339.08980715203745
35,328.52942480037945,389.71519164472187,346.0673697293401,426.6182619163728,348.5199397063095
36,338.44460239027455,401.26017720815474,357.72108321119777,439.64995707525543,358.8667775293587
37,347.51255822392034,416.3589871340909,368.604698418297,451.66428029614366,368.4058476506769
38,359.3713062397052,431.54812575350047,379.5506234564848,465.94410179005956,378.87152645595825
39,369.4652053109461,443.3015621480258,389.71207102812457,481.40968356575496,390.27371736038884
40,381.4647641908216,458.6713581543822,401.6341960900561,494.7407357802555,402.6223237791546
41,391.6778109162931,472.94224249268655,412.3792690345651,500,412.3792690345651
42,400.08268227750045,486.1003184408661,422.19068307349863,500,422.19068307349863
43,409.47558625904776,500,434.31411682048554,500,435.64415964957584
44,422.7014730677244,500,444.7631482279187,500,447.3682115475518
45,435.0530591078266,500,456.14524208372654,500,457.34303193705455
46,448.43058838552395,500,467.58964577062295,500,469.1958282324487
47,462.8448925057465,500,478.21122747953217,500,481.11299672655196
48,474.4413254315048,500,490.6701757016114,500,491.2512234666239
49,483.1873923480088,500,500,500,500
50,491.98220148669805,500,500,500,500
51,500,500,500,500,500
